,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,6.768548965454102,0.5618871327165615,0.015621089935302734,1.3537473265245808e-06,1,l2,newton-cg,"{'C': 1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.6394759943277737,0.6395037867721419,0.6414546429289432,0.6362667996283118,0.6435129204173944,0.6400428288149129,0.0024043718056879692,1
1,1.4806295394897462,0.11512432239466847,0.015622425079345702,2.7902105023055635e-06,1,l2,lbfgs,"{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.5394549695624965,0.49419036581379455,0.4858635617256306,0.5695616518081532,0.5096089934398751,0.5197359084699901,0.030899550485944945,19
2,1.5562760829925537,0.20430518864693262,0.015613937377929687,1.683687630160666e-05,1,l2,liblinear,"{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.6410506941761912,0.6393332135154565,0.6408782952843056,0.635486872262691,0.6418398898593901,0.639717793019607,0.0022660660998005894,14
3,7.073943090438843,0.009975316786404138,0.015607547760009766,0.009878434237719584,1,l2,sag,"{'C': 1, 'penalty': 'l2', 'solver': 'sag'}",0.0001786511835640911,8.933357155619082e-05,0.0,8.933756197793362e-05,8.933756197793362e-05,8.933197581522984e-05,5.649446493399839e-05,25
4,7.3035894393920895,0.013178179088114127,0.012489128112792968,0.006244575964752132,1,l2,saga,"{'C': 1, 'penalty': 'l2', 'solver': 'saga'}",0.0001786511835640911,8.933357155619082e-05,0.0,8.933756197793362e-05,8.933756197793362e-05,8.933197581522984e-05,5.649446493399839e-05,25
5,0.015622186660766601,2.0642147848046647e-06,0.0,0.0,1,l1,newton-cg,"{'C': 1, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,61
6,0.009372758865356445,0.007652825569404309,0.0,0.0,1,l1,lbfgs,"{'C': 1, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,62
7,0.6063363552093506,0.01786101647148597,0.015619993209838867,3.6595504482936654e-06,1,l1,liblinear,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.6395474623636527,0.6393037063691976,0.6409465020576133,0.6359553620032663,0.6438991596638656,0.639930438491519,0.0025738620735890456,7
8,0.012497949600219726,0.006248975315650529,0.0,0.0,1,l1,sag,"{'C': 1, 'penalty': 'l1', 'solver': 'sag'}",,,,,,,,63
9,7.991915369033814,0.018489135480475517,0.012495326995849609,0.006247663826375171,1,l1,saga,"{'C': 1, 'penalty': 'l1', 'solver': 'saga'}",0.0001786511835640911,8.933357155619082e-05,0.0,8.933756197793362e-05,8.933756197793362e-05,8.933197581522984e-05,5.649446493399839e-05,25
10,0.015621280670166016,9.122431979040619e-07,0.0,0.0,1,elasticnet,newton-cg,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,,,,,64
11,0.018745613098144532,0.006248498489448227,0.0,0.0,1,elasticnet,lbfgs,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,65
12,0.015621519088745118,9.841808052325389e-07,0.0,0.0,1,elasticnet,liblinear,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,66
13,0.015622234344482422,2.0979534455654416e-05,0.0,0.0,1,elasticnet,sag,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,,,,,67
14,0.009371185302734375,0.007651541389398574,0.0,0.0,1,elasticnet,saga,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'saga'}",,,,,,,,68
15,7.092030048370361,0.48957539537595796,0.015621805191040039,1.0293499538861704e-06,10,l2,newton-cg,"{'C': 10, 'penalty': 'l2', 'solver': 'newton-cg'}",0.639445369828479,0.6395037867721419,0.6414546429289432,0.6362667996283118,0.6435129204173944,0.640036703915054,0.002405846513500185,3
16,1.4277964591979981,0.2421258875647055,0.01249070167541504,0.006245360326013237,10,l2,lbfgs,"{'C': 10, 'penalty': 'l2', 'solver': 'lbfgs'}",0.5123897773128082,0.49705682255154254,0.48562300319488816,0.5700618425921031,0.4948349859405062,0.5119932863183696,0.0302820457913653,24
17,1.5360991954803467,0.2425322030831789,0.012498712539672852,0.006249356610704664,10,l2,liblinear,"{'C': 10, 'penalty': 'l2', 'solver': 'liblinear'}",0.6385536661181203,0.639381823082798,0.6406928344447925,0.6359426080639302,0.6431645002241148,0.6395470863867512,0.0023834798615764083,15
18,7.049876976013183,0.025989107664236875,0.015602016448974609,1.4797018432941641e-05,10,l2,sag,"{'C': 10, 'penalty': 'l2', 'solver': 'sag'}",0.0001786511835640911,8.933357155619082e-05,0.0,8.933756197793362e-05,8.933756197793362e-05,8.933197581522984e-05,5.649446493399839e-05,25
19,7.295618486404419,0.01393402975669054,0.015613508224487305,1.1198467616328594e-05,10,l2,saga,"{'C': 10, 'penalty': 'l2', 'solver': 'saga'}",0.0001786511835640911,8.933357155619082e-05,0.0,8.933756197793362e-05,8.933756197793362e-05,8.933197581522984e-05,5.649446493399839e-05,25
20,0.015913009643554688,0.000585678702033034,0.0,0.0,10,l1,newton-cg,"{'C': 10, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,69
21,0.013309192657470704,0.004626608254883037,0.0,0.0,10,l1,lbfgs,"{'C': 10, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,70
