,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
17,0.09997820854187012,0.007653760201363065,0.01562051773071289,1.4177387950247293e-06,gini,7,4,random,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_split': 4, 'splitter': 'random'}",0.6432232411684939,0.6618981761604288,0.6725029144579109,0.6419306450189712,0.6809323201700854,0.660097459395178,0.015530625905179904,38
18,0.4454505443572998,0.009481563989953335,0.0156252384185791,4.758825283002719e-06,gini,5,2,best,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'splitter': 'best'}",0.7471593668058657,0.8077758667511541,0.810025817555938,0.8029124231632909,0.8057394142714661,0.7947225777095429,0.023896781341662843,25
19,0.0767892837524414,0.010711763289978995,0.015626049041748045,8.317494483939127e-06,gini,5,2,random,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'splitter': 'random'}",0.6623924013060255,0.6553791734966785,0.4992526158445441,0.5203729577143509,0.6965714071125464,0.6067937110948292,0.0806789067783297,46
20,0.44229397773742674,0.006097524932048071,0.015619993209838867,5.001110306597479e-07,gini,5,3,best,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 3, 'splitter': 'best'}",0.7471593668058657,0.8077758667511541,0.810025817555938,0.8029124231632909,0.8057394142714661,0.7947225777095429,0.023896781341662843,25
21,0.07187399864196778,0.007657842002851657,0.01560673713684082,1.3510236552289119e-05,gini,5,3,random,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 3, 'splitter': 'random'}",0.6623924013060255,0.6553791734966785,0.4992526158445441,0.5203729577143509,0.6965714071125464,0.6067937110948292,0.0806789067783297,46
22,0.44544014930725095,0.007001695729635907,0.015620756149291991,6.289914111267529e-07,gini,5,4,best,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 4, 'splitter': 'best'}",0.7471593668058657,0.8077758667511541,0.810025817555938,0.8029124231632909,0.8057394142714661,0.7947225777095429,0.023896781341662843,25
23,0.07498111724853515,0.00624837391971527,0.015622234344482422,5.054473876953126e-06,gini,5,4,random,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 4, 'splitter': 'random'}",0.6623924013060255,0.6553791734966785,0.4992526158445441,0.5203729577143509,0.6965714071125464,0.6067937110948292,0.0806789067783297,46
24,1.4487915515899659,0.06453968255514364,0.024987077713012694,0.007645872165794071,entropy,,2,best,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'splitter': 'best'}",0.8038153669175095,0.8910591590683203,0.886955767186585,0.8866341463414634,0.8876049510949536,0.8712138781217664,0.03373619274579393,2
25,0.33742995262145997,0.007646099771543089,0.028116655349731446,0.006247260467216358,entropy,,2,random,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2, 'splitter': 'random'}",0.8071151418821001,0.8759493670886076,0.85643532095145,0.8582885382347841,0.8700584542108681,0.853569364473562,0.024336120074955364,8
26,1.4270773887634278,0.046471119633179105,0.018747234344482423,0.006248164206735621,entropy,,3,best,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 3, 'splitter': 'best'}",0.8025628055977069,0.8917175315507092,0.888163051998955,0.8873012415595731,0.8877670916924147,0.8715023444798717,0.03450518840827806,1
