,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.0295974731445312,0.03667226839543881,5.511809062957764,0.1615043902666653,3,{'n_neighbors': 3},0.8740270380991396,0.865085922009253,0.8669731390051331,0.8664376474483673,0.8646822535791534,0.8674412000282092,0.0033987816068021368,1
1,1.0473041534423828,0.06046829056822229,5.875413513183593,0.16423091955382352,5,{'n_neighbors': 5},0.8597444737375786,0.8527464443354585,0.8549528061484517,0.8534562211981566,0.8515714053085816,0.8544942701456455,0.0028443091448891334,2
2,1.0092592239379883,0.013924272695365598,6.295640230178833,0.14610456867211097,10,{'n_neighbors': 10},0.8373698131922631,0.8343093636833936,0.835828921244209,0.8338778482988243,0.8344627299128751,0.835169735266313,0.0012793699074904077,3
3,1.005326509475708,0.01905592390759364,6.629087305068969,0.16056094387867098,15,{'n_neighbors': 15},0.8132008971483499,0.813908796092405,0.8159479643459409,0.8128284109440117,0.8146286990508096,0.8141029535163036,0.0011096247017200935,4
